AvgResolveDays,Email,EscalatedCount,TicketCount
2.8,kathryn.dillon@company.com,0,5
0.67,kathryn.lester@company.com,1,3
6.0,kathryn.mccann@company.com,0,1
4.5,kathryn.price@company.com,0,4
3.5,kathryn.snyder@company.com,0,2
3.33,kathryn.williams@company.com,0,3
3.12,kathy.reid@company.com,1,8
4.75,kathy.rivas@company.com,0,4
4.0,katie.mcneil@company.com,0,3
1.83,katie.suarez@company.com,1,6
3.5,kayla.rodriguez@company.com,0,6
9.0,kaylee.hays@company.com,0,1
1.75,keith.graham@company.com,0,4
2.0,keith.jennings@company.com,0,3
4.2,keith.knox@company.com,0,5
2.5,keith.rodriguez@company.com,0,4
4.33,kelli.smith@company.com,1,3
1.0,kelly.donovan@company.com,0,4
3.0,kelly.edwards@company.com,0,1
3.0,kelly.haynes@company.com,0,3
7.0,kelly.johnson@company.com,0,1
7.0,kelly.lee@company.com,3,6
0.5,kelly.mclaughlin@company.com,1,2
4.0,kelsey.rodriguez@company.com,0,1
3.33,kendra.dvm@company.com,0,6
1.71,kenneth.brown@company.com,2,7
1.89,kenneth.edwards@company.com,1,9
1.5,kenneth.knight@company.com,0,6
2.0,kenneth.lewis@company.com,0,1
3.0,kenneth.scott@company.com,0,4
3.33,kenneth.sharp@company.com,3,9
4.0,kerry.dds@company.com,0,1
0.0,kevin.cunningham@company.com,0,2
12.0,kevin.escobar@company.com,0,2
2.25,kevin.figueroa@company.com,3,8
3.2,kevin.johnson@company.com,1,5
4.0,kevin.nguyen@company.com,0,4
3.0,kevin.oconnor@company.com,0,4
3.0,kevin.price@company.com,0,5
2.5,kevin.snyder@company.com,0,2
1.8,kevin.walters@company.com,1,5
3.33,kiara.little@company.com,3,6
3.33,kiara.mcintyre@company.com,1,6
0.0,kim.erickson@company.com,0,2
1.5,kim.morrow@company.com,0,2
0.67,kimberly.choi@company.com,1,3
0.5,kimberly.fritz@company.com,1,2
0.67,kimberly.gibson@company.com,1,6
3.75,kimberly.gutierrez@company.com,2,8
3.0,kimberly.johnson@company.com,1,4
5.0,kimberly.lutz@company.com,1,2
0.25,kimberly.may@company.com,0,4
4.0,kimberly.morrison@company.com,0,2
2.5,kimberly.myers@company.com,1,4
0.0,kimberly.nelson@company.com,0,1
4.0,kimberly.nguyen@company.com,0,5
2.22,kimberly.sharp@company.com,0,9
1.4,kimberly.smith@company.com,1,5
6.4,kirk.carter@company.com,2,5
2.6,krista.benton@company.com,0,5
1.5,krista.gibson@company.com,2,4
3.57,krista.martinez@company.com,1,7
2.0,krista.wilson@company.com,1,5
4.0,kristen.davis@company.com,1,2
0.0,kristen.peters@company.com,1,3
8.0,kristen.randall@company.com,0,1
0.5,kristen.rowe@company.com,0,4
3.33,kristen.sloan@company.com,2,3
2.0,kristin.andrews@company.com,0,1
1.8,kristin.huerta@company.com,0,5
2.0,kristin.mendoza@company.com,0,2
4.0,kristine.carrillo@company.com,0,2
3.0,kristine.garcia@company.com,0,3
1.0,kristy.bryan@company.com,0,1
2.5,kristy.hart@company.com,1,6
2.25,kristy.mills@company.com,1,4
3.0,kristy.smith@company.com,1,2
3.57,kyle.andrade@company.com,1,7
1.67,kyle.chambers@company.com,4,9
3.67,kyle.nguyen@company.com,0,3
1.33,kyle.welch@company.com,0,3
4.0,lance.simmons@company.com,0,1
2.33,larry.dixon@company.com,0,6
1.0,larry.harris@company.com,1,1
1.0,larry.robertson@company.com,0,1
1.2,laura.benson@company.com,1,5
2.0,laura.griffin@company.com,0,1
1.25,laura.haney@company.com,1,4
2.88,laura.hernandez@company.com,0,8
1.71,laura.jackson@company.com,3,7
0.5,laura.jones@company.com,1,2
2.38,laura.lee@company.com,0,8
1.42,laura.mckinney@company.com,2,12
6.0,laura.roberts@company.com,0,2
10.0,laura.sweeney@company.com,0,1
3.11,laura.wilson@company.com,3,9
1.0,lauren.carson@company.com,0,1
2.5,lauren.daniels@company.com,0,2
2.0,lauren.green@company.com,0,1
0.0,lauren.jackson@company.com,0,3
4.5,laurie.bailey@company.com,0,4
1.25,laurie.goodwin@company.com,0,4
2.0,laurie.hoffman@company.com,0,1
0.6,laurie.sanchez@company.com,1,5
2.33,lawrence.adkins@company.com,2,6
6.0,lawrence.harrington@company.com,0,2
1.6,lee.steele@company.com,0,5
1.43,leslie.gardner@company.com,1,7
3.0,levi.lopez@company.com,1,1
0.0,linda.gonzalez@company.com,1,1
8.33,linda.smith@company.com,0,3
2.67,lindsay.lawson@company.com,1,3
3.4,lindsay.martinez@company.com,1,5
2.0,lindsay.smith@company.com,2,2
4.0,lindsey.walker@company.com,0,2
4.0,lisa.allen@company.com,1,2
3.29,lisa.archer@company.com,0,7
3.43,lisa.barnes@company.com,0,7
3.6,lisa.cervantes@company.com,2,5
2.2,lisa.evans@company.com,2,5
2.6,lisa.haley@company.com,1,5
2.75,lisa.hensley@company.com,0,4
2.0,lisa.hunter@company.com,1,3
2.67,lisa.jackson@company.com,1,3
4.0,lisa.mills@company.com,0,1
1.6,lisa.nelson@company.com,0,5
2.25,lisa.perry@company.com,0,4
2.4,lisa.ramirez@company.com,1,5
2.0,lisa.randall@company.com,0,3
2.25,lisa.torres@company.com,1,4
5.57,lori.guerrero@company.com,2,7
2.17,lori.hernandez@company.com,1,6
1.5,lori.ingram@company.com,0,4
6.33,lori.mason@company.com,0,3
1.0,lori.md@company.com,2,8
1.92,lori.simmons@company.com,4,12
1.5,lorraine.turner@company.com,2,6
1.5,louis.martin@company.com,1,2
7.0,lucas.schultz@company.com,1,1
3.33,lydia.pham@company.com,1,9
2.33,madison.poole@company.com,1,3
2.8,madison.weber@company.com,0,5
6.5,manuel.brock@company.com,0,2
3.2,manuel.mccullough@company.com,2,5
2.0,marc.moore@company.com,1,6
1.4,margaret.coleman@company.com,2,5
1.5,margaret.dds@company.com,0,2
7.5,margaret.harper@company.com,0,2
1.2,margaret.miller@company.com,0,5
4.6,margaret.tanner@company.com,3,5
2.25,maria.brown@company.com,0,4
1.5,maria.case@company.com,0,2
6.0,maria.coleman@company.com,0,1
0.0,maria.fisher@company.com,1,1
0.33,maria.henderson@company.com,0,3
0.33,maria.henry@company.com,0,3
3.6,maria.jones@company.com,1,5
1.25,maria.parker@company.com,2,12
1.0,mariah.robles@company.com,0,1
0.0,mariah.thompson@company.com,1,2
6.0,marie.boyd@company.com,0,1
3.5,marie.christian@company.com,0,4
5.0,marie.moody@company.com,0,3
1.5,marie.thompson@company.com,0,4
5.0,marilyn.wang@company.com,1,1
0.6,mark.anderson@company.com,0,5
0.67,mark.beard@company.com,0,3
3.7,mark.brown@company.com,0,10
1.0,mark.cox@company.com,0,1
4.0,mark.jimenez@company.com,0,1
2.08,mark.perez@company.com,1,12
1.0,mark.smith@company.com,1,3
5.0,mark.thomas@company.com,0,1
6.5,martha.smith@company.com,1,2
3.22,mary.adkins@company.com,1,9
2.0,mary.campbell@company.com,0,7
1.0,mary.escobar@company.com,1,4
1.25,mary.henry@company.com,0,4
1.2,mary.jackson@company.com,0,5
3.0,mary.jensen@company.com,0,3
0.25,mary.kelly@company.com,0,4
2.75,mary.marshall@company.com,0,4
1.67,mary.miller@company.com,1,9
4.33,mary.nelson@company.com,1,3
2.67,mary.thompson@company.com,1,3
2.2,mason.moore@company.com,1,5
1.75,matthew.baker@company.com,1,8
1.71,matthew.foster@company.com,1,7
1.0,matthew.harrington@company.com,0,3
0.0,matthew.houston@company.com,0,2
0.5,matthew.hunt@company.com,0,2
3.29,matthew.mcmillan@company.com,1,7
3.2,matthew.md@company.com,2,5
3.0,matthew.miles@company.com,1,2
1.5,matthew.moon@company.com,0,2
2.2,matthew.moore@company.com,4,10
2.0,matthew.schwartz@company.com,0,2
1.33,matthew.sweeney@company.com,0,3
3.0,matthew.watts@company.com,0,1
3.5,matthew.wells@company.com,0,2
1.67,matthew.wright@company.com,1,3
2.0,megan.adams@company.com,3,6
2.75,megan.alvarado@company.com,1,4
7.0,megan.burns@company.com,0,1
2.71,megan.green@company.com,1,7
2.0,megan.le@company.com,0,3
2.2,megan.md@company.com,3,5
1.0,megan.nelson@company.com,0,1
2.75,megan.oliver@company.com,1,4
0.0,megan.orr@company.com,0,2
2.25,megan.young@company.com,1,4
1.5,meghan.cisneros@company.com,0,2
1.64,meghan.rush@company.com,2,11
2.0,melanie.griffith@company.com,0,2
5.5,melinda.mitchell@company.com,1,2
3.4,melissa.abbott@company.com,0,5
1.5,melissa.bishop@company.com,1,6
0.0,melissa.brewer@company.com,0,1
2.0,melissa.davis@company.com,0,3
3.0,melissa.gates@company.com,0,1
0.0,melissa.mann@company.com,1,4
3.0,melissa.martinez@company.com,1,4
5.0,melissa.mcfarland@company.com,0,1
1.0,melissa.stephens@company.com,0,6
2.8,melissa.taylor@company.com,1,5
2.33,mercedes.miller@company.com,2,9
1.5,michael.abbott@company.com,1,2
2.5,michael.ayala@company.com,1,8
4.14,michael.blair@company.com,2,7
3.0,michael.bowen@company.com,0,6
2.67,michael.bradshaw@company.com,1,3
0.0,michael.brown@company.com,0,1
2.06,michael.cooper@company.com,4,18
3.0,michael.cruz@company.com,1,4
5.6,michael.elliott@company.com,1,5
2.0,michael.evans@company.com,1,4
0.75,michael.farrell@company.com,1,4
4.5,michael.fitzgerald@company.com,0,2
4.25,michael.fuentes@company.com,1,4
1.0,michael.gonzales@company.com,0,3
2.67,michael.gonzalez@company.com,0,3
5.0,michael.henry@company.com,0,3
1.0,michael.holloway@company.com,2,5
0.5,michael.johnson@company.com,1,4
1.0,michael.lewis@company.com,0,4
2.7,michael.lopez@company.com,2,10
1.25,michael.lyons@company.com,0,4
1.67,michael.martin@company.com,1,6
5.0,michael.miles@company.com,2,4
0.67,michael.miller@company.com,0,3
0.8,michael.mitchell@company.com,1,5
3.83,michael.morrison@company.com,0,6
5.0,michael.phd@company.com,0,1
8.5,michael.phillips@company.com,0,2
4.0,michael.poole@company.com,0,2
0.0,michael.powell@company.com,1,3
1.12,michael.roberson@company.com,3,8
2.0,michael.roberts@company.com,0,1
1.0,michael.sims@company.com,0,1
1.0,michael.sloan@company.com,1,1
4.0,michael.smith@company.com,0,1
1.5,michael.stanley@company.com,0,2
2.0,michael.thompson@company.com,0,4
0.0,michael.wang@company.com,0,1
1.8,michael.warner@company.com,0,5
5.67,michele.cherry@company.com,1,9
2.67,michele.hill@company.com,1,3
3.5,michele.holland@company.com,0,2
4.75,michele.smith@company.com,3,4
5.67,michele.williams@company.com,0,3
1.0,michelle.brown@company.com,0,2
2.8,michelle.dvm@company.com,1,5
1.2,michelle.evans@company.com,0,5
0.0,michelle.harmon@company.com,0,1
1.8,michelle.ho@company.com,1,5
2.0,michelle.jacobs@company.com,0,2
1.8,michelle.rodriguez@company.com,1,5
9.5,michelle.walls@company.com,1,2
3.67,mike.allen@company.com,1,3
3.0,miss.dawson@company.com,2,3
4.0,miss.gordon@company.com,1,6
2.5,misty.garcia@company.com,0,4
3.0,mitchell.griffith@company.com,0,2
3.43,mitchell.wilson@company.com,1,7
4.0,molly.watts@company.com,0,3
3.2,monica.anderson@company.com,0,5
1.57,monica.brooks@company.com,0,7
3.0,monica.herrera@company.com,1,4
4.67,monica.miller@company.com,1,9
10.0,morgan.valencia@company.com,0,1
4.0,mr.arnold@company.com,0,1
1.33,mr.foster@company.com,2,6
2.5,mr.horton@company.com,0,8
6.0,mr.iii@company.com,0,2
2.5,mr.martin@company.com,1,6
4.33,mr.md@company.com,1,3
2.09,mr.phd@company.com,0,11
0.5,mr.rios@company.com,0,4
0.5,mr.shaw@company.com,0,2
3.5,mr.terry@company.com,0,2
0.83,mr.thompson@company.com,0,6
0.0,mr.williams@company.com,0,1
0.5,mr.wright@company.com,0,4
5.0,mrs.boyd@company.com,0,1
10.0,mrs.daniels@company.com,0,1
3.33,mrs.dvm@company.com,1,3
2.11,mrs.reyes@company.com,2,9
4.5,nancy.brown@company.com,0,4
2.83,nancy.jennings@company.com,2,6
1.0,nancy.md@company.com,0,1
3.38,nancy.stewart@company.com,1,8
2.43,nancy.webb@company.com,0,7
1.14,natalie.bautista@company.com,1,7
2.0,natalie.malone@company.com,2,4
0.33,nathan.maldonado@company.com,0,3
1.0,nathan.malone@company.com,0,2
1.2,nathan.nelson@company.com,1,5
1.83,nathan.wilson@company.com,1,12
3.33,nathaniel.lee@company.com,0,3
0.67,nicholas.carlson@company.com,0,3
1.5,nicholas.humphrey@company.com,0,2
2.5,nicholas.lawrence@company.com,1,2
0.5,nicholas.payne@company.com,0,2
2.33,nicholas.rush@company.com,0,3
0.0,nicholas.stanley@company.com,0,1
2.75,nichole.alvarez@company.com,2,8
1.12,nicole.barker@company.com,1,8
3.0,nicole.gonzalez@company.com,1,1
2.0,nicole.gutierrez@company.com,0,3
5.67,nicole.herring@company.com,0,3
3.5,nicole.parrish@company.com,1,6
1.25,nicole.phillips@company.com,1,4
3.25,nicole.richards@company.com,1,8
1.5,noah.rhodes@company.com,0,2
12.0,olivia.ayers@company.com,0,1
4.0,olivia.harris@company.com,1,2
0.0,omar.price@company.com,0,3
2.0,pamela.boyd@company.com,0,3
2.0,pamela.diaz@company.com,0,2
1.5,pamela.gutierrez@company.com,0,2
3.0,pamela.hill@company.com,2,2
1.8,pamela.weaver@company.com,2,5
5.33,parker.cain@company.com,1,3
3.0,patricia.hayes@company.com,2,2
0.8,patricia.johnson@company.com,1,5
1.17,patricia.le@company.com,1,6
1.75,patricia.phd@company.com,2,8
2.86,patricia.ray@company.com,0,7
2.0,patricia.rodriguez@company.com,2,4
1.57,patrick.mccall@company.com,1,7
2.88,patrick.moore@company.com,2,8
1.25,patrick.thornton@company.com,1,4
5.0,patrick.yang@company.com,0,2
0.67,patty.perez@company.com,1,3
3.2,paul.castaneda@company.com,0,5
2.0,paul.johnson@company.com,0,2
3.33,paul.jones@company.com,1,3
1.83,paul.lawrence@company.com,0,6
2.67,paul.moreno@company.com,0,3
2.0,paul.wilson@company.com,2,6
0.75,paula.bradley@company.com,1,4
1.0,paula.brown@company.com,0,3
1.5,paula.lane@company.com,0,4
1.57,paula.moreno@company.com,0,7
3.2,penny.bowman@company.com,1,5
0.0,penny.md@company.com,0,2
4.33,peter.thompson@company.com,1,3
0.33,peter.williams@company.com,1,3
1.6,philip.cannon@company.com,1,5
3.4,philip.jackson@company.com,1,5
1.0,phillip.berry@company.com,0,2
2.5,phillip.kent@company.com,1,4
3.33,phillip.miller@company.com,1,6
4.88,phillip.nelson@company.com,0,8
0.0,preston.kim@company.com,0,1
4.2,rachel.bradley@company.com,0,5
2.3,rachel.jones@company.com,3,10
0.0,ralph.anderson@company.com,0,3
2.2,ralph.yoder@company.com,1,5
2.4,randy.cannon@company.com,1,5
0.0,randy.friedman@company.com,1,1
2.75,randy.smith@company.com,0,4
2.33,randy.wright@company.com,2,6
1.5,raymond.chapman@company.com,1,4
2.5,raymond.johnson@company.com,0,2
3.57,raymond.le@company.com,0,7
1.8,raymond.quinn@company.com,0,5
0.5,rebecca.henderson@company.com,0,2
2.0,rebecca.hicks@company.com,1,6
1.75,rebecca.hoover@company.com,1,4
4.0,rebecca.jackson@company.com,0,1
1.67,rebecca.kelly@company.com,1,3
1.0,rebecca.marquez@company.com,0,2
0.75,rebecca.valencia@company.com,0,4
2.88,rebekah.greene@company.com,1,8
0.5,rebekah.gregory@company.com,0,6
1.0,regina.mitchell@company.com,1,3
3.0,regina.ramos@company.com,2,5
2.67,reginald.diaz@company.com,2,6
2.5,reginald.knapp@company.com,1,2
1.0,reginald.morrow@company.com,0,2
0.4,renee.browning@company.com,1,5
0.0,renee.bruce@company.com,0,2
1.33,renee.melendez@company.com,0,3
0.86,renee.mendez@company.com,1,7
0.0,renee.wolfe@company.com,0,1
0.67,rhonda.chavez@company.com,0,3
2.25,rhonda.gutierrez@company.com,1,4
2.22,rhonda.martin@company.com,2,9
4.83,richard.adams@company.com,1,6
1.5,richard.aguirre@company.com,0,2
0.4,richard.alvarez@company.com,2,5
1.0,richard.cooper@company.com,0,2
5.5,richard.gordon@company.com,0,2
0.5,richard.henson@company.com,0,2
2.0,richard.rodriguez@company.com,1,6
3.4,richard.smith@company.com,1,5
5.33,richard.stevens@company.com,1,3
3.0,richard.turner@company.com,0,8
1.83,ricky.ii@company.com,2,6
0.0,riley.bryant@company.com,1,1
3.33,robert.arnold@company.com,1,3
1.33,robert.charles@company.com,0,3
4.6,robert.clarke@company.com,2,5
2.0,robert.cortez@company.com,0,2
3.11,robert.cummings@company.com,0,9
3.75,robert.dennis@company.com,0,4
0.5,robert.gonzales@company.com,0,2
1.0,robert.griffin@company.com,1,3
2.83,robert.harrison@company.com,0,6
2.33,robert.haynes@company.com,1,3
2.38,robert.jackson@company.com,0,8
2.25,robert.montgomery@company.com,1,4
2.0,robert.morgan@company.com,1,11
4.0,robert.oconnell@company.com,0,2
0.0,robert.potter@company.com,1,2
2.0,robert.reese@company.com,0,1
3.0,robert.richardson@company.com,0,2
0.0,robert.rogers@company.com,0,1
4.0,robert.stark@company.com,0,1
4.0,robert.thompson@company.com,0,5
1.33,robert.torres@company.com,1,3
3.0,robert.west@company.com,0,5
5.5,robert.woods@company.com,0,2
0.5,robin.brown@company.com,1,2
3.75,robin.santiago@company.com,1,4
0.5,robin.thompson@company.com,0,4
0.0,robin.young@company.com,0,2
2.6,rodney.evans@company.com,0,5
5.0,rodney.morales@company.com,0,1
4.5,rodney.williams@company.com,0,2
2.0,ronald.davis@company.com,0,4
3.5,ronald.potter@company.com,0,2
0.0,ruben.dunn@company.com,1,2
2.57,russell.murphy@company.com,0,7
2.25,ruth.clayton@company.com,0,4
6.25,ryan.gonzalez@company.com,2,8
0.67,ryan.landry@company.com,0,3
0.5,ryan.munoz@company.com,0,2
2.22,ryan.murphy@company.com,2,9
2.75,ryan.rosales@company.com,1,4
3.0,ryan.vaughn@company.com,1,4
4.8,sabrina.austin@company.com,1,5
1.67,samantha.foster@company.com,2,9
4.71,samantha.garcia@company.com,2,7
1.0,samantha.gardner@company.com,1,4
1.0,samantha.jones@company.com,0,3
4.1,samantha.md@company.com,2,10
1.0,samantha.prince@company.com,0,2
0.83,samantha.robertson@company.com,1,6
1.38,samantha.terry@company.com,0,8
0.5,samuel.suarez@company.com,1,2
2.5,samuel.turner@company.com,0,6
2.29,samuel.wong@company.com,2,7
1.67,sandra.aguilar@company.com,0,3
2.0,sandra.becker@company.com,0,4
2.56,sandra.drake@company.com,0,9
1.57,sandra.rivera@company.com,1,7
2.12,sandy.baker@company.com,2,8
1.0,sara.fuller@company.com,1,7
2.0,sara.johnston@company.com,0,1
2.4,sarah.booth@company.com,0,5
2.18,sarah.brooks@company.com,0,11
2.0,sarah.king@company.com,0,2
3.0,sarah.moore@company.com,1,4
2.33,sarah.pittman@company.com,0,3
3.75,sarah.randolph@company.com,2,4
3.75,sarah.thompson@company.com,0,4
1.0,scott.alexander@company.com,0,2
2.14,scott.duke@company.com,0,7
3.0,scott.thomas@company.com,0,1
0.0,scott.williams@company.com,0,1
2.8,sean.clay@company.com,3,5
2.5,sean.curtis@company.com,0,2
1.56,sean.moore@company.com,3,9
2.0,sergio.knight@company.com,0,2
2.86,shane.henderson@company.com,2,7
2.33,shannon.green@company.com,0,3
5.25,shannon.james@company.com,1,4
2.0,shannon.jones@company.com,1,1
2.64,shannon.malone@company.com,0,11
2.0,shannon.miller@company.com,1,7
1.5,shannon.ramsey@company.com,0,8
3.22,shannon.rivera@company.com,2,9
2.09,shannon.taylor@company.com,2,11
1.67,shannon.walker@company.com,0,3
2.0,shannon.yu@company.com,2,5
4.0,sharon.boyd@company.com,0,1
4.0,sharon.cherry@company.com,1,4
0.0,sharon.cochran@company.com,0,1
2.0,sharon.newton@company.com,0,3
3.71,shawn.scott@company.com,3,7
0.57,sheila.greer@company.com,3,7
1.8,shelia.wallace@company.com,0,5
0.5,shelley.miller@company.com,0,2
1.43,shelly.alexander@company.com,2,7
3.33,shelly.spencer@company.com,0,3
5.0,sherri.baker@company.com,1,1
1.0,sherry.decker@company.com,0,1
3.75,sherry.tapia@company.com,2,8
2.57,sherry.woods@company.com,1,7
3.67,shirley.suarez@company.com,0,3
0.6,sierra.johnson@company.com,1,5
0.0,sophia.johnson@company.com,0,3
4.33,spencer.haynes@company.com,1,3
5.33,stacey.snyder@company.com,0,3
3.6,stephanie.cooper@company.com,0,5
3.86,stephanie.elliott@company.com,0,7
1.38,stephanie.evans@company.com,0,8
2.0,stephanie.manning@company.com,0,5
3.2,stephanie.ross@company.com,2,5
0.0,stephanie.salazar@company.com,1,1
1.25,stephanie.williams@company.com,2,4
0.67,stephen.boyer@company.com,0,3
2.86,stephen.cowan@company.com,0,7
4.8,stephen.davis@company.com,1,5
6.8,stephen.hoffman@company.com,0,5
0.0,stephen.mckee@company.com,0,1
1.29,stephen.wood@company.com,2,7
2.2,steve.paul@company.com,0,5
1.67,steve.rivera@company.com,0,3
9.0,steve.sanchez@company.com,0,1
3.33,steven.blevins@company.com,0,3
1.33,steven.howard@company.com,0,9
1.5,steven.lee@company.com,0,2
1.8,steven.rivera@company.com,1,5
4.33,steven.stein@company.com,1,6
4.5,susan.conley@company.com,2,8
4.0,susan.davis@company.com,1,7
2.75,susan.md@company.com,0,4
2.4,susan.porter@company.com,0,5
1.67,susan.powers@company.com,1,3
1.0,susan.serrano@company.com,0,1
4.0,susan.thompson@company.com,0,2
4.0,susan.turner@company.com,1,4
4.1,suzanne.bailey@company.com,1,10
3.67,suzanne.jones@company.com,1,3
2.2,suzanne.wood@company.com,1,10
6.0,sylvia.schroeder@company.com,0,1
2.33,tamara.davis@company.com,1,3
1.0,tamara.riddle@company.com,1,7
1.0,tammie.bright@company.com,2,7
2.5,tammy.boone@company.com,0,2
3.6,tammy.mcdowell@company.com,1,5
1.83,tanner.dds@company.com,1,6
0.8,tanya.kim@company.com,1,5
0.8,tanya.russell@company.com,0,5
6.0,taylor.carlson@company.com,1,2
0.0,taylor.taylor@company.com,0,1
2.5,terry.jones@company.com,0,2
1.5,theodore.jr@company.com,0,2
3.5,theresa.clark@company.com,1,4
2.0,theresa.torres@company.com,0,4
4.5,theresa.wilkins@company.com,1,6
3.75,theresa.woods@company.com,1,4
3.75,thomas.atkins@company.com,0,4
3.8,thomas.harris@company.com,0,5
0.0,thomas.peterson@company.com,0,1
1.5,thomas.short@company.com,0,4
3.5,tiffany.jackson@company.com,2,6
1.67,tiffany.townsend@company.com,2,6
4.25,timothy.andrews@company.com,0,4
2.0,timothy.duncan@company.com,0,2
2.0,timothy.edwards@company.com,1,3
0.67,timothy.hayden@company.com,1,3
1.0,timothy.hill@company.com,0,4
2.8,timothy.johnson@company.com,2,5
0.0,timothy.monroe@company.com,0,1
0.67,timothy.romero@company.com,0,6
1.0,tina.ballard@company.com,2,6
0.0,tina.sanders@company.com,0,3
2.0,tina.taylor@company.com,3,6
4.5,tina.walter@company.com,2,4
3.75,todd.md@company.com,1,4
2.71,todd.moore@company.com,1,7
3.75,todd.thomas@company.com,1,4
2.25,tom.foster@company.com,0,4
0.0,tommy.walter@company.com,1,2
3.0,tonya.ellis@company.com,1,6
1.0,tracey.gonzalez@company.com,0,2
2.5,tracey.phillips@company.com,1,2
2.86,tracey.wagner@company.com,0,7
3.67,traci.vincent@company.com,1,6
3.33,tracy.ballard@company.com,0,3
1.62,tracy.burke@company.com,1,8
4.44,tracy.chavez@company.com,1,9
3.33,tracy.grant@company.com,0,3
4.75,tracy.house@company.com,1,4
4.0,tracy.montoya@company.com,1,5
1.0,tracy.walker@company.com,0,2
2.33,travis.conner@company.com,0,3
2.0,travis.harris@company.com,0,5
2.0,travis.hobbs@company.com,0,1
2.56,travis.hopkins@company.com,2,9
1.2,travis.hull@company.com,0,5
3.43,trevor.johnson@company.com,1,7
3.0,tricia.valencia@company.com,0,2
2.38,tyler.harris@company.com,1,8
1.6,vanessa.howard@company.com,1,5
5.33,vanessa.santiago@company.com,0,3
2.0,veronica.simpson@company.com,0,2
3.0,vickie.anderson@company.com,1,5
3.0,vickie.kennedy@company.com,1,1
1.5,victor.baker@company.com,1,2
0.5,victor.brown@company.com,2,8
2.0,victor.edwards@company.com,0,3
3.0,victor.morris@company.com,2,8
2.0,victor.taylor@company.com,0,7
3.86,victoria.garcia@company.com,1,7
4.0,victoria.larson@company.com,0,2
4.2,vincent.novak@company.com,1,10
1.14,vincent.reyes@company.com,2,7
1.75,vincent.reynolds@company.com,2,4
1.14,vincent.smith@company.com,1,7
2.67,virginia.casey@company.com,1,3
1.0,virginia.henderson@company.com,0,2
3.91,wayne.morgan@company.com,1,11
6.0,wayne.wolfe@company.com,0,1
4.0,whitney.peters@company.com,0,3
5.0,william.baker@company.com,1,3
2.17,william.barrett@company.com,1,6
1.0,william.day@company.com,0,2
2.5,william.evans@company.com,0,4
1.75,william.gould@company.com,1,4
3.18,william.graham@company.com,0,11
1.0,william.harrison@company.com,1,1
8.0,william.herrera@company.com,0,1
1.75,william.iv@company.com,0,4
0.5,william.jones@company.com,1,2
14.0,william.keith@company.com,0,2
0.25,william.miller@company.com,1,4
1.67,william.phd@company.com,0,3
3.5,william.ramos@company.com,0,4
3.12,william.wolfe@company.com,0,8
0.67,willie.henry@company.com,0,3
4.0,yolanda.garrett@company.com,0,6
4.33,yolanda.green@company.com,0,3
1.75,yvonne.chambers@company.com,1,4
1.5,zachary.cole@company.com,0,4
3.0,zachary.ferrell@company.com,1,1
4.8,zachary.hicks@company.com,0,5
2.17,zachary.mendoza@company.com,2,6
2.0,zachary.michael@company.com,2,10
3.0,zachary.mitchell@company.com,0,2
1.0,zachary.robinson@company.com,0,1
