Email,TicketCategory,DaysToResolve,Escalated
wayne.morgan@company.com,PTO Request,1,0
wayne.morgan@company.com,Manager Escalation,5,0
wayne.morgan@company.com,IT Access,2,0
wayne.morgan@company.com,Policy Question,1,0
wayne.morgan@company.com,IT Access,4,0
wayne.morgan@company.com,Comp Inquiry,11,0
wayne.morgan@company.com,Comp Inquiry,0,0
marie.christian@company.com,PTO Request,3,0
marie.christian@company.com,Policy Question,4,0
marie.christian@company.com,PTO Request,6,0
marie.christian@company.com,Comp Inquiry,1,0
shannon.james@company.com,Payroll,11,0
shannon.james@company.com,PTO Request,1,0
shannon.james@company.com,Policy Question,8,0
shannon.james@company.com,Benefits,1,1
nathan.malone@company.com,Comp Inquiry,1,0
nathan.malone@company.com,Manager Escalation,1,0
amanda.jones@company.com,Comp Inquiry,1,1
amanda.jones@company.com,PTO Request,1,0
amanda.jones@company.com,PTO Request,3,0
amanda.jones@company.com,Comp Inquiry,1,0
amanda.jones@company.com,Payroll,9,0
tammie.bright@company.com,Payroll,2,0
tammie.bright@company.com,IT Access,2,0
tammie.bright@company.com,Payroll,0,0
tammie.bright@company.com,Policy Question,1,0
tammie.bright@company.com,Policy Question,2,1
tammie.bright@company.com,Benefits,0,1
tammie.bright@company.com,Policy Question,0,0
jessica.garcia@company.com,Policy Question,4,1
jessica.garcia@company.com,IT Access,4,0
jessica.garcia@company.com,Comp Inquiry,3,0
jessica.garcia@company.com,Benefits,10,0
jessica.garcia@company.com,PTO Request,2,0
jessica.garcia@company.com,Policy Question,2,0
shelia.wallace@company.com,Payroll,6,0
shelia.wallace@company.com,Manager Escalation,0,0
shelia.wallace@company.com,Comp Inquiry,2,0
shelia.wallace@company.com,IT Access,0,0
shelia.wallace@company.com,Policy Question,1,0
stephanie.williams@company.com,IT Access,1,0
stephanie.williams@company.com,PTO Request,0,1
stephanie.williams@company.com,Benefits,4,0
stephanie.williams@company.com,Comp Inquiry,0,1
elaine.brooks@company.com,Payroll,2,0
elaine.brooks@company.com,Manager Escalation,2,0
joseph.knight@company.com,Manager Escalation,0,0
joseph.knight@company.com,Benefits,0,0
joseph.knight@company.com,PTO Request,1,0
carolyn.miller@company.com,Comp Inquiry,2,0
carolyn.miller@company.com,Manager Escalation,2,0
carolyn.miller@company.com,Policy Question,6,0
lisa.allen@company.com,PTO Request,5,1
lisa.allen@company.com,Payroll,3,0
briana.murray@company.com,IT Access,12,0
briana.murray@company.com,PTO Request,2,0
briana.murray@company.com,Payroll,0,0
david.smith@company.com,PTO Request,1,0
jeremy.reed@company.com,IT Access,2,0
jeremy.reed@company.com,Payroll,0,1
jeremy.reed@company.com,PTO Request,3,0
jeremy.reed@company.com,PTO Request,2,0
margaret.coleman@company.com,IT Access,0,0
margaret.coleman@company.com,Payroll,3,0
margaret.coleman@company.com,Comp Inquiry,0,1
margaret.coleman@company.com,PTO Request,3,0
margaret.coleman@company.com,Payroll,1,1
ryan.gonzalez@company.com,Payroll,9,1
ryan.gonzalez@company.com,Comp Inquiry,1,0
ryan.gonzalez@company.com,Manager Escalation,2,0
ryan.gonzalez@company.com,PTO Request,0,0
ryan.gonzalez@company.com,IT Access,15,0
ryan.gonzalez@company.com,Comp Inquiry,8,1
ryan.gonzalez@company.com,Manager Escalation,14,0
ryan.gonzalez@company.com,Comp Inquiry,1,0
john.young@company.com,Policy Question,2,0
john.young@company.com,Policy Question,5,0
john.young@company.com,Comp Inquiry,4,0
john.young@company.com,PTO Request,1,0
john.young@company.com,Payroll,4,0
john.young@company.com,Manager Escalation,2,0
laura.haney@company.com,Benefits,1,1
laura.haney@company.com,Manager Escalation,3,0
laura.haney@company.com,PTO Request,0,0
laura.haney@company.com,Manager Escalation,1,0
william.barrett@company.com,IT Access,0,0
william.barrett@company.com,Benefits,2,0
william.barrett@company.com,Payroll,4,1
william.barrett@company.com,Payroll,1,0
william.barrett@company.com,IT Access,4,0
william.barrett@company.com,Payroll,2,0
keith.jennings@company.com,Benefits,4,0
keith.jennings@company.com,Benefits,0,0
keith.jennings@company.com,Payroll,2,0
amber.obrien@company.com,IT Access,17,0
amber.obrien@company.com,Comp Inquiry,0,0
amber.obrien@company.com,Comp Inquiry,0,1
amber.obrien@company.com,Manager Escalation,0,1
amber.obrien@company.com,Benefits,5,0
amber.obrien@company.com,IT Access,1,1
amber.obrien@company.com,Payroll,4,0
amber.obrien@company.com,IT Access,0,1
amber.obrien@company.com,Comp Inquiry,0,0
amber.obrien@company.com,Benefits,4,0
tanner.dds@company.com,Benefits,3,0
tanner.dds@company.com,Policy Question,1,0
tanner.dds@company.com,Manager Escalation,0,0
tanner.dds@company.com,Policy Question,2,1
tanner.dds@company.com,Payroll,1,0
tanner.dds@company.com,Comp Inquiry,4,0
heather.fields@company.com,Policy Question,0,0
heather.fields@company.com,IT Access,1,0
heather.fields@company.com,Manager Escalation,5,0
heather.fields@company.com,Benefits,0,1
heather.fields@company.com,Benefits,8,0
megan.le@company.com,Policy Question,1,0
megan.le@company.com,Policy Question,5,0
megan.le@company.com,Benefits,0,0
sara.fuller@company.com,PTO Request,0,1
sara.fuller@company.com,PTO Request,1,0
sara.fuller@company.com,Payroll,1,0
sara.fuller@company.com,IT Access,0,0
sara.fuller@company.com,Benefits,2,0
sara.fuller@company.com,IT Access,2,0
sara.fuller@company.com,Payroll,1,0
maria.parker@company.com,PTO Request,1,1
maria.parker@company.com,Comp Inquiry,0,0
maria.parker@company.com,Comp Inquiry,5,0
maria.parker@company.com,Manager Escalation,0,0
maria.parker@company.com,Payroll,0,0
maria.parker@company.com,Comp Inquiry,1,0
maria.parker@company.com,Benefits,0,0
maria.parker@company.com,Comp Inquiry,2,0
maria.parker@company.com,PTO Request,0,0
maria.parker@company.com,Benefits,0,0
maria.parker@company.com,PTO Request,1,0
maria.parker@company.com,Manager Escalation,5,1
kevin.oconnor@company.com,IT Access,2,0
kevin.oconnor@company.com,PTO Request,1,0
kevin.oconnor@company.com,Manager Escalation,7,0
kevin.oconnor@company.com,Payroll,2,0
edward.burgess@company.com,Policy Question,7,0
carlos.ryan@company.com,IT Access,0,0
carlos.ryan@company.com,Policy Question,2,0
carlos.ryan@company.com,Payroll,4,1
carlos.ryan@company.com,PTO Request,0,0
carlos.ryan@company.com,Benefits,0,0
carlos.ryan@company.com,Benefits,1,0
carlos.ryan@company.com,Policy Question,3,0
kiara.mcintyre@company.com,Benefits,2,0
kiara.mcintyre@company.com,Benefits,2,1
kiara.mcintyre@company.com,IT Access,5,0
kiara.mcintyre@company.com,Benefits,1,0
kiara.mcintyre@company.com,IT Access,9,0
kiara.mcintyre@company.com,PTO Request,1,0
dr.morgan@company.com,Policy Question,1,0
dr.morgan@company.com,IT Access,1,0
dr.morgan@company.com,PTO Request,11,0
victor.taylor@company.com,Comp Inquiry,4,0
victor.taylor@company.com,Comp Inquiry,0,0
victor.taylor@company.com,Policy Question,4,0
victor.taylor@company.com,Manager Escalation,2,0
victor.taylor@company.com,Policy Question,1,0
victor.taylor@company.com,IT Access,1,0
victor.taylor@company.com,Benefits,2,0
shannon.ramsey@company.com,PTO Request,1,0
shannon.ramsey@company.com,Benefits,0,0
shannon.ramsey@company.com,Manager Escalation,5,0
shannon.ramsey@company.com,Payroll,3,0
shannon.ramsey@company.com,Manager Escalation,1,0
shannon.ramsey@company.com,PTO Request,1,0
shannon.ramsey@company.com,Benefits,0,0
shannon.ramsey@company.com,Policy Question,1,0
tracy.ballard@company.com,Comp Inquiry,5,0
tracy.ballard@company.com,PTO Request,1,0
tracy.ballard@company.com,Benefits,4,0
richard.smith@company.com,Comp Inquiry,6,0
richard.smith@company.com,Benefits,7,0
jordan.chambers@company.com,Policy Question,0,0
jordan.chambers@company.com,IT Access,2,0
jordan.chambers@company.com,Comp Inquiry,4,0
jordan.chambers@company.com,PTO Request,1,0
jordan.chambers@company.com,Comp Inquiry,0,1
jordan.chambers@company.com,Comp Inquiry,0,0
jordan.chambers@company.com,Comp Inquiry,2,0
jordan.chambers@company.com,Payroll,2,0
lauren.carson@company.com,PTO Request,1,0
ashley.hall@company.com,Payroll,0,0
stephen.hoffman@company.com,Benefits,6,0
stephen.hoffman@company.com,Manager Escalation,6,0
stephen.hoffman@company.com,IT Access,7,0
stephen.hoffman@company.com,Payroll,6,0
stephen.hoffman@company.com,IT Access,9,0
connie.brown@company.com,Manager Escalation,6,0
connie.brown@company.com,Benefits,1,0
connie.brown@company.com,IT Access,2,0
connie.brown@company.com,Policy Question,1,1
susan.turner@company.com,Comp Inquiry,5,1
susan.turner@company.com,IT Access,8,0
susan.turner@company.com,PTO Request,2,0
susan.turner@company.com,PTO Request,1,0
charles.shah@company.com,Benefits,0,0
charles.shah@company.com,Policy Question,10,0
charles.shah@company.com,Policy Question,2,0
charles.shah@company.com,Payroll,6,0
charles.shah@company.com,Manager Escalation,2,0
charles.shah@company.com,IT Access,0,0
charles.shah@company.com,IT Access,0,0
charles.shah@company.com,Comp Inquiry,0,0
charles.shah@company.com,PTO Request,0,0
charles.shah@company.com,IT Access,3,0
johnathan.davis@company.com,IT Access,0,0
johnathan.davis@company.com,Policy Question,2,0
johnathan.davis@company.com,Comp Inquiry,2,0
johnathan.davis@company.com,IT Access,6,0
johnathan.davis@company.com,Comp Inquiry,5,0
johnathan.davis@company.com,Policy Question,0,0
brandy.chavez@company.com,Payroll,2,0
brandy.chavez@company.com,Payroll,2,0
natalie.bautista@company.com,Benefits,0,0
natalie.bautista@company.com,Comp Inquiry,2,0
natalie.bautista@company.com,IT Access,0,0
natalie.bautista@company.com,Manager Escalation,2,1
natalie.bautista@company.com,Manager Escalation,0,0
natalie.bautista@company.com,Benefits,2,0
natalie.bautista@company.com,Policy Question,2,0
patrick.moore@company.com,Manager Escalation,3,0
patrick.moore@company.com,Manager Escalation,4,0
patrick.moore@company.com,PTO Request,8,1
patrick.moore@company.com,Comp Inquiry,1,0
patrick.moore@company.com,PTO Request,0,0
patrick.moore@company.com,IT Access,5,0
patrick.moore@company.com,PTO Request,2,0
patrick.moore@company.com,Policy Question,0,1
brett.burns@company.com,Payroll,1,0
brett.burns@company.com,Benefits,0,0
brett.burns@company.com,IT Access,1,1
brett.burns@company.com,Payroll,0,0
brett.burns@company.com,IT Access,1,0
trevor.johnson@company.com,Manager Escalation,2,0
trevor.johnson@company.com,Manager Escalation,6,0
trevor.johnson@company.com,Comp Inquiry,4,1
trevor.johnson@company.com,Benefits,2,0
trevor.johnson@company.com,Manager Escalation,3,0
trevor.johnson@company.com,Policy Question,3,0
trevor.johnson@company.com,Benefits,4,0
jeremy.sampson@company.com,Manager Escalation,0,0
jeremy.sampson@company.com,Benefits,2,0
jeremy.sampson@company.com,Policy Question,4,0
jeremy.sampson@company.com,Manager Escalation,2,0
jeremy.sampson@company.com,Manager Escalation,1,0
jeremy.sampson@company.com,IT Access,0,0
jeremy.sampson@company.com,IT Access,4,0
ariana.jennings@company.com,Comp Inquiry,0,1
ariana.jennings@company.com,IT Access,3,0
ariana.jennings@company.com,IT Access,4,0
ariana.jennings@company.com,Policy Question,3,1
vanessa.howard@company.com,Policy Question,0,0
vanessa.howard@company.com,IT Access,5,0
vanessa.howard@company.com,Benefits,0,0
vanessa.howard@company.com,Manager Escalation,1,0
vanessa.howard@company.com,Payroll,2,1
colton.martinez@company.com,PTO Request,0,0
colton.martinez@company.com,Manager Escalation,3,0
jordan.bates@company.com,Payroll,4,1
jordan.bates@company.com,Benefits,0,0
linda.smith@company.com,PTO Request,12,0
linda.smith@company.com,IT Access,11,0
linda.smith@company.com,IT Access,2,0
dana.martinez@company.com,PTO Request,1,0
dana.martinez@company.com,Manager Escalation,0,0
dana.martinez@company.com,IT Access,0,0
dana.martinez@company.com,Payroll,0,0
andrea.hubbard@company.com,Payroll,1,0
andrea.hubbard@company.com,IT Access,3,0
andrea.hubbard@company.com,Comp Inquiry,0,1
andrea.hubbard@company.com,Comp Inquiry,4,0
daniel.kane@company.com,Benefits,2,0
daniel.kane@company.com,Comp Inquiry,1,1
daniel.kane@company.com,PTO Request,1,1
daniel.kane@company.com,PTO Request,3,1
charles.lester@company.com,IT Access,6,0
charles.lester@company.com,Comp Inquiry,0,0
charles.lester@company.com,Comp Inquiry,10,0
scott.thomas@company.com,Manager Escalation,3,0
david.thompson@company.com,Payroll,0,0
david.thompson@company.com,Benefits,5,0
david.thompson@company.com,Benefits,1,0
david.thompson@company.com,Benefits,1,0
allison.smith@company.com,Payroll,3,0
cynthia.morris@company.com,Payroll,0,0
anthony.harmon@company.com,Payroll,2,0
anthony.harmon@company.com,IT Access,1,0
anthony.harmon@company.com,PTO Request,7,0
anthony.harmon@company.com,Policy Question,2,1
anthony.harmon@company.com,PTO Request,2,0
anthony.harmon@company.com,PTO Request,6,0
nichole.alvarez@company.com,Payroll,1,0
nichole.alvarez@company.com,Comp Inquiry,0,0
nichole.alvarez@company.com,Benefits,1,1
nichole.alvarez@company.com,Comp Inquiry,1,0
nichole.alvarez@company.com,Payroll,7,0
nichole.alvarez@company.com,Benefits,8,0
nichole.alvarez@company.com,PTO Request,0,1
nichole.alvarez@company.com,IT Access,4,0
kayla.rodriguez@company.com,Comp Inquiry,1,0
kayla.rodriguez@company.com,PTO Request,0,0
kayla.rodriguez@company.com,IT Access,2,0
kayla.rodriguez@company.com,Policy Question,0,0
kayla.rodriguez@company.com,Benefits,13,0
kayla.rodriguez@company.com,Payroll,5,0
sharon.boyd@company.com,Payroll,4,0
victor.brown@company.com,PTO Request,0,0
victor.brown@company.com,PTO Request,0,0
victor.brown@company.com,Policy Question,0,0
victor.brown@company.com,IT Access,1,1
victor.brown@company.com,Benefits,1,0
victor.brown@company.com,PTO Request,0,0
victor.brown@company.com,Payroll,0,1
victor.brown@company.com,Policy Question,2,0
james.parks@company.com,Manager Escalation,0,0
james.parks@company.com,Payroll,1,0
james.parks@company.com,IT Access,8,0
james.parks@company.com,Benefits,1,1
james.parks@company.com,Benefits,4,0
james.parks@company.com,IT Access,12,0
james.parks@company.com,PTO Request,0,0
theodore.jr@company.com,Benefits,2,0
theodore.jr@company.com,PTO Request,1,0
ana.hill@company.com,Manager Escalation,0,0
ana.hill@company.com,Comp Inquiry,0,1
ana.hill@company.com,Benefits,1,0
ana.hill@company.com,PTO Request,4,0
ana.hill@company.com,Payroll,0,0
kimberly.nguyen@company.com,PTO Request,1,0
kimberly.nguyen@company.com,Payroll,4,0
kimberly.nguyen@company.com,PTO Request,0,0
kimberly.nguyen@company.com,IT Access,1,0
kimberly.nguyen@company.com,Payroll,14,0
kerry.dds@company.com,Policy Question,4,0
michael.farrell@company.com,Comp Inquiry,0,0
michael.farrell@company.com,Manager Escalation,2,1
michael.farrell@company.com,Payroll,1,0
michael.farrell@company.com,Manager Escalation,0,0
patricia.le@company.com,Manager Escalation,2,0
patricia.le@company.com,Payroll,0,0
patricia.le@company.com,Benefits,0,0
patricia.le@company.com,Comp Inquiry,1,0
patricia.le@company.com,PTO Request,3,0
patricia.le@company.com,PTO Request,1,1
jesse.perez@company.com,Manager Escalation,0,0
jesse.perez@company.com,Manager Escalation,6,0
jesse.perez@company.com,Benefits,0,0
jesse.perez@company.com,IT Access,4,0
jesse.perez@company.com,PTO Request,2,0
jesse.perez@company.com,Benefits,2,0
jesse.perry@company.com,Benefits,2,0
jesse.perry@company.com,Comp Inquiry,0,0
jesse.perry@company.com,PTO Request,1,0
jesse.perry@company.com,Manager Escalation,5,0
jesse.perry@company.com,Comp Inquiry,2,1
jeffery.ortega@company.com,Payroll,5,1
jeffery.ortega@company.com,PTO Request,0,0
jeffery.ortega@company.com,Comp Inquiry,3,0
jeffery.ortega@company.com,Policy Question,2,0
jeffery.ortega@company.com,Payroll,7,0
jeffery.ortega@company.com,Policy Question,0,0
jeffery.ortega@company.com,PTO Request,3,0
jeffery.ortega@company.com,Manager Escalation,5,0
christian.leblanc@company.com,Manager Escalation,3,0
christian.leblanc@company.com,IT Access,0,0
christian.leblanc@company.com,Comp Inquiry,3,0
christian.leblanc@company.com,Manager Escalation,0,0
christian.leblanc@company.com,Manager Escalation,1,0
christian.leblanc@company.com,Manager Escalation,6,0
christian.leblanc@company.com,Benefits,0,0
christian.leblanc@company.com,PTO Request,8,0
christian.leblanc@company.com,Payroll,2,0
ronald.davis@company.com,Benefits,2,0
ronald.davis@company.com,Manager Escalation,2,0
ronald.davis@company.com,Benefits,4,0
ronald.davis@company.com,IT Access,0,0
parker.cain@company.com,IT Access,0,0
parker.cain@company.com,Manager Escalation,1,0
parker.cain@company.com,Comp Inquiry,15,1
laurie.hoffman@company.com,IT Access,2,0
bryan.gomez@company.com,Payroll,4,0
bryan.gomez@company.com,Comp Inquiry,2,0
bryan.gomez@company.com,PTO Request,1,0
bryan.gomez@company.com,Benefits,2,0
nicole.parrish@company.com,Payroll,1,0
nicole.parrish@company.com,Manager Escalation,2,0
nicole.parrish@company.com,PTO Request,4,0
nicole.parrish@company.com,IT Access,0,0
nicole.parrish@company.com,Comp Inquiry,7,1
nicole.parrish@company.com,IT Access,7,0
tracy.burke@company.com,Benefits,0,1
tracy.burke@company.com,Payroll,1,0
tracy.burke@company.com,Policy Question,1,0
tracy.burke@company.com,Payroll,6,0
tracy.burke@company.com,Comp Inquiry,0,0
tracy.burke@company.com,IT Access,2,0
tracy.burke@company.com,IT Access,2,0
tracy.burke@company.com,Policy Question,1,0
kenneth.lewis@company.com,Benefits,2,0
courtney.rodriguez@company.com,Payroll,1,0
courtney.rodriguez@company.com,IT Access,3,0
courtney.rodriguez@company.com,Comp Inquiry,0,0
courtney.rodriguez@company.com,Payroll,6,0
courtney.rodriguez@company.com,Payroll,1,0
courtney.rodriguez@company.com,Benefits,3,0
courtney.rodriguez@company.com,Policy Question,3,0
holly.farmer@company.com,Policy Question,7,0
holly.farmer@company.com,IT Access,2,0
holly.farmer@company.com,IT Access,1,0
renee.bruce@company.com,Manager Escalation,0,0
renee.bruce@company.com,IT Access,0,0
sabrina.austin@company.com,Manager Escalation,1,0
sabrina.austin@company.com,Payroll,5,0
sabrina.austin@company.com,PTO Request,11,1
sabrina.austin@company.com,Benefits,0,0
sabrina.austin@company.com,Benefits,7,0
debra.white@company.com,Payroll,10,1
debra.white@company.com,IT Access,4,0
ellen.morgan@company.com,Benefits,0,0
ellen.morgan@company.com,Payroll,0,0
ellen.morgan@company.com,Benefits,11,0
ellen.morgan@company.com,Payroll,3,1
sergio.knight@company.com,PTO Request,0,0
sergio.knight@company.com,IT Access,4,0
charles.schultz@company.com,Benefits,3,0
charles.schultz@company.com,Payroll,4,0
glen.wood@company.com,Payroll,5,0
glen.wood@company.com,Policy Question,1,1
paula.bradley@company.com,IT Access,0,0
paula.bradley@company.com,PTO Request,0,0
paula.bradley@company.com,Policy Question,3,0
paula.bradley@company.com,Benefits,0,1
anthony.moore@company.com,Benefits,1,0
anthony.moore@company.com,Benefits,0,0
anthony.moore@company.com,Payroll,0,1
anthony.moore@company.com,Payroll,0,0
anthony.moore@company.com,Benefits,0,0
megan.nelson@company.com,Payroll,1,0
karla.ramos@company.com,PTO Request,7,0
karla.ramos@company.com,Payroll,1,0
karla.ramos@company.com,PTO Request,1,1
karla.ramos@company.com,Benefits,1,0
paul.wilson@company.com,PTO Request,2,1
paul.wilson@company.com,PTO Request,2,0
paul.wilson@company.com,Comp Inquiry,0,1
paul.wilson@company.com,Manager Escalation,1,0
paul.wilson@company.com,Policy Question,0,0
paul.wilson@company.com,Payroll,7,0
douglas.gregory@company.com,Policy Question,3,0
douglas.gregory@company.com,Payroll,3,0
mr.foster@company.com,Manager Escalation,6,0
mr.foster@company.com,Benefits,0,0
mr.foster@company.com,Policy Question,2,1
mr.foster@company.com,Benefits,0,0
mr.foster@company.com,PTO Request,0,0
mr.foster@company.com,Payroll,0,1
aimee.turner@company.com,PTO Request,5,0
aimee.turner@company.com,Manager Escalation,0,0
aimee.turner@company.com,Payroll,0,0
chad.scott@company.com,Payroll,1,1
chad.scott@company.com,PTO Request,2,0
chad.scott@company.com,IT Access,6,1
adam.burgess@company.com,Policy Question,0,0
adam.burgess@company.com,Benefits,2,0
adam.burgess@company.com,PTO Request,1,1
adam.burgess@company.com,IT Access,0,0
adam.burgess@company.com,Benefits,3,0
adam.burgess@company.com,Benefits,3,0
adam.burgess@company.com,Manager Escalation,9,1
james.padilla@company.com,Payroll,4,0
james.padilla@company.com,Payroll,5,0
james.padilla@company.com,Manager Escalation,6,0
sandra.drake@company.com,PTO Request,6,0
sandra.drake@company.com,IT Access,2,0
sandra.drake@company.com,IT Access,1,0
sandra.drake@company.com,Payroll,0,0
sandra.drake@company.com,Comp Inquiry,1,0
sandra.drake@company.com,Comp Inquiry,0,0
sandra.drake@company.com,Policy Question,6,0
sandra.drake@company.com,Payroll,3,0
sandra.drake@company.com,Payroll,4,0
scott.williams@company.com,Manager Escalation,0,0
thomas.atkins@company.com,Payroll,0,0
thomas.atkins@company.com,Policy Question,9,0
thomas.atkins@company.com,IT Access,2,0
thomas.atkins@company.com,Manager Escalation,4,0
laura.mckinney@company.com,Benefits,0,0
laura.mckinney@company.com,Payroll,0,0
laura.mckinney@company.com,Benefits,1,0
laura.mckinney@company.com,Policy Question,1,1
laura.mckinney@company.com,IT Access,0,0
laura.mckinney@company.com,PTO Request,1,0
laura.mckinney@company.com,Benefits,0,0
laura.mckinney@company.com,PTO Request,1,0
laura.mckinney@company.com,Payroll,3,1
laura.mckinney@company.com,Manager Escalation,4,0
laura.mckinney@company.com,Benefits,5,0
laura.mckinney@company.com,Comp Inquiry,1,0
brian.smith@company.com,IT Access,0,0
brian.smith@company.com,Manager Escalation,2,0
brian.smith@company.com,Policy Question,7,0
robert.montgomery@company.com,Benefits,2,0
robert.montgomery@company.com,IT Access,0,1
robert.montgomery@company.com,Comp Inquiry,6,0
robert.montgomery@company.com,PTO Request,1,0
tamara.davis@company.com,Benefits,1,0
tamara.davis@company.com,IT Access,1,1
tamara.davis@company.com,Comp Inquiry,5,0
dana.chapman@company.com,Benefits,2,1
dana.chapman@company.com,Comp Inquiry,3,0
dana.chapman@company.com,Comp Inquiry,0,0
dana.chapman@company.com,Comp Inquiry,0,0
dana.chapman@company.com,Comp Inquiry,0,0
dana.chapman@company.com,IT Access,7,0
jennifer.collins@company.com,Payroll,0,0
jennifer.collins@company.com,Manager Escalation,0,0
gary.jackson@company.com,Policy Question,6,0
gary.jackson@company.com,Benefits,1,0
gary.jackson@company.com,Payroll,2,0
gary.jackson@company.com,PTO Request,0,0
ashley.hicks@company.com,Benefits,0,0
ashley.hicks@company.com,PTO Request,4,1
hannah.luna@company.com,IT Access,0,1
hannah.luna@company.com,Policy Question,3,0
hannah.luna@company.com,Manager Escalation,7,0
hannah.luna@company.com,PTO Request,1,0
hannah.luna@company.com,Benefits,6,0
robin.young@company.com,Benefits,0,0
robin.young@company.com,Comp Inquiry,0,0
craig.morrison@company.com,Comp Inquiry,2,0
craig.morrison@company.com,IT Access,0,0
craig.morrison@company.com,Payroll,2,1
mary.thompson@company.com,IT Access,3,1
mary.thompson@company.com,Comp Inquiry,3,0
mary.thompson@company.com,Benefits,2,0
kathleen.webster@company.com,Policy Question,6,0
kathleen.webster@company.com,Policy Question,0,0
kathleen.webster@company.com,Policy Question,0,1
kathleen.webster@company.com,Policy Question,5,0
kathleen.webster@company.com,Benefits,1,0
joann.glass@company.com,PTO Request,0,0
joann.glass@company.com,Manager Escalation,8,0
joann.glass@company.com,Comp Inquiry,0,0
madison.weber@company.com,Manager Escalation,2,0
madison.weber@company.com,Policy Question,1,0
madison.weber@company.com,Manager Escalation,0,0
madison.weber@company.com,Benefits,1,0
madison.weber@company.com,Policy Question,10,0
lori.hernandez@company.com,Comp Inquiry,1,0
lori.hernandez@company.com,PTO Request,2,0
lori.hernandez@company.com,IT Access,1,0
lori.hernandez@company.com,IT Access,5,1
lori.hernandez@company.com,PTO Request,3,0
lori.hernandez@company.com,Payroll,1,0
jeremy.turner@company.com,PTO Request,2,0
jeremy.turner@company.com,Payroll,0,0
anthony.romero@company.com,Manager Escalation,0,0
anthony.romero@company.com,Payroll,0,0
anthony.romero@company.com,PTO Request,3,0
anthony.romero@company.com,IT Access,3,0
anthony.romero@company.com,IT Access,5,1
anthony.romero@company.com,Manager Escalation,11,0
anthony.romero@company.com,Manager Escalation,21,0
anthony.romero@company.com,Comp Inquiry,0,0
jesse.brown@company.com,IT Access,4,0
jesse.brown@company.com,Comp Inquiry,0,1
jesse.brown@company.com,Manager Escalation,1,1
jesse.brown@company.com,PTO Request,0,0
jesse.brown@company.com,Manager Escalation,2,1
jesse.brown@company.com,Benefits,6,0
jesse.brown@company.com,IT Access,3,0
jesse.brown@company.com,Comp Inquiry,1,0
jesse.brown@company.com,Policy Question,14,0
jesse.brown@company.com,Comp Inquiry,2,0
angela.lin@company.com,Comp Inquiry,7,0
angela.lin@company.com,Policy Question,4,0
angela.lin@company.com,Payroll,3,0
angela.lin@company.com,PTO Request,1,0
angela.lin@company.com,IT Access,0,0
lisa.hunter@company.com,IT Access,4,0
lisa.hunter@company.com,Comp Inquiry,2,1
lisa.hunter@company.com,Policy Question,0,0
julian.conner@company.com,Manager Escalation,8,0
joanna.pacheco@company.com,Manager Escalation,1,1
joanna.pacheco@company.com,Manager Escalation,2,0
joanna.pacheco@company.com,Policy Question,3,0
joanna.pacheco@company.com,Manager Escalation,2,1
joanna.pacheco@company.com,Payroll,0,0
joanna.pacheco@company.com,Benefits,0,0
joanna.pacheco@company.com,PTO Request,1,1
erica.alvarez@company.com,Benefits,12,0
erica.alvarez@company.com,PTO Request,8,0
erica.alvarez@company.com,IT Access,3,0
antonio.garcia@company.com,Comp Inquiry,7,0
antonio.garcia@company.com,PTO Request,4,0
antonio.garcia@company.com,Policy Question,1,0
antonio.garcia@company.com,Policy Question,10,0
antonio.garcia@company.com,Benefits,2,0
antonio.garcia@company.com,Payroll,0,0
antonio.garcia@company.com,Comp Inquiry,1,0
gwendolyn.klein@company.com,Comp Inquiry,2,1
gwendolyn.klein@company.com,Comp Inquiry,0,0
gwendolyn.klein@company.com,Policy Question,0,0
carrie.wright@company.com,Policy Question,3,0
carrie.wright@company.com,Payroll,5,0
jeffrey.mills@company.com,Comp Inquiry,2,0
jeffrey.mills@company.com,Manager Escalation,0,0
jeffrey.mills@company.com,Payroll,3,0
jeffrey.mills@company.com,Comp Inquiry,1,0
jeffrey.mills@company.com,Benefits,0,0
jake.campbell@company.com,Benefits,2,0
jake.campbell@company.com,Payroll,2,0
jake.campbell@company.com,PTO Request,2,0
jake.campbell@company.com,Comp Inquiry,3,0
jake.campbell@company.com,Benefits,1,0
george.harper@company.com,Benefits,0,0
george.harper@company.com,Payroll,0,0
maria.jones@company.com,IT Access,5,0
maria.jones@company.com,PTO Request,1,0
maria.jones@company.com,Comp Inquiry,2,0
maria.jones@company.com,IT Access,3,1
maria.jones@company.com,PTO Request,7,0
michael.mitchell@company.com,Benefits,1,0
michael.mitchell@company.com,Manager Escalation,0,0
michael.mitchell@company.com,Policy Question,1,0
michael.mitchell@company.com,Policy Question,1,0
michael.mitchell@company.com,PTO Request,1,1
mary.escobar@company.com,Comp Inquiry,1,0
mary.escobar@company.com,Payroll,1,0
mary.escobar@company.com,IT Access,2,1
mary.escobar@company.com,Policy Question,0,0
felicia.aguilar@company.com,Policy Question,2,0
felicia.aguilar@company.com,IT Access,1,0
felicia.aguilar@company.com,IT Access,2,0
felicia.aguilar@company.com,Policy Question,5,0
felicia.aguilar@company.com,Manager Escalation,2,0
felicia.aguilar@company.com,Payroll,7,0
felicia.aguilar@company.com,Payroll,1,0
felicia.aguilar@company.com,Comp Inquiry,4,0
felicia.aguilar@company.com,Policy Question,0,0
felicia.aguilar@company.com,Manager Escalation,6,1
